"hgnc_symbol","chromosome_name","start_position","end_position"
"FAR1","11",13667462,13732367
"PIAS3","1",145848521,145859836
"LMO2","11",33858574,33892076
"FGFR1OP2","12",26938401,26966650
"CD44","11",35138882,35232402
"ETFRF1","12",25194775,25209645
"ARL8B","3",5122249,5180911
"H6PD","1",9234774,9271337
"NAGLU","17",42536241,42544449
"IFT80","3",160256986,160400357
"PIANP","12",6693791,6700848
"CD300LF","17",74694308,74712981
"TTC27","2",32628032,32821051
"GBA1","1",155234447,155245178
"MCRS1","12",49556544,49568145
"TLK2","17",62458658,62615481
"HECW2","2",196189099,196593684
"TNFSF10","3",172505508,172523476
"ABHD5","3",43690108,43734371
"CHRM3","1",239386513,239915452
"NCKIPSD","3",48673841,48686364
"TPST1","7",66205289,66420549
"NENF","1",212432853,212446379
"SMARCAL1","2",216412383,216483056
"NUDT17","1",145845603,145848954
"NPL","1",182789293,182831017
"SNX10","7",26291862,26374383
"CCDC148","2",158171073,158456753
"GMPS","3",155870591,155944020
"CYP20A1","2",203238952,203306026
"DGKB","7",14145049,14974833
"IBA57","1",228165777,228182257
"DHX9","1",182839302,182887982
"ZBBX","3",167239843,167407874
"CPSF4","7",99438908,99457377
"SLC39A10","2",195575977,195737706
"CEP70","3",138494339,138594538
"GUCA2A","1",42162690,42164745
"PRR15L","17",47950851,47960483
"PSMA2","7",42916828,42932223
"EIF2B3","1",44850522,44986722
"CDRT4","17",15436015,15475733
"CACNB1","17",39173453,39197723
"LRRC41","1",46261196,46303616
"SAMTOR","7",112819147,112939875
"PNPLA8","7",108470417,108569666
"CHD1L","1",147242643,147295767
"INPP1","2",190340590,190371665
"COL1A1","17",50184101,50201634
"PLS1","3",142595644,142713869
"TBRG4","7",45097584,45112048
"COPS7B","2",231781671,231809254
"AOX1","2",200585864,200677064
"LDHA","11",18394347,18408425
"TADA2A","17",37406884,37479725
"MAP3K3","17",63622381,63696305
"PSMG3","7",1567332,1571078
"PLEKHA3","2",178480457,178516463
"PHTF2","7",77798761,77957503
"YPEL5","2",30146771,30160538
"VCAM1","1",100719684,100739045
"UVRAG","11",75815180,76144259
"NR2C2","3",14947544,15053600
"UHMK1","1",162497251,162529631
"TOGARAM2","2",28956506,29052236
"GJC1","17",44798448,44831496
"UQCRH","1",46300900,46316796
"WSB1","17",27294067,27315926
"MTA3","2",42494569,42756947
"CD59","11",33703010,33736639
"SLAMF8","1",159826693,159837492
"F3","1",94529173,94541851
"KDM5B","1",202724495,202808487
"ZBTB3","11",62748319,62758835
"BDNF","11",27654893,27722058
"RFT1","3",53066853,53130472
"TMEM123","11",102396332,102470384
"TRIM68","11",4598672,4608231
"CANT1","17",78991707,79009867
"FADS3","11",61873519,61892136
"FOXP1","3",70954693,71584009
"TTC7A","2",46915869,47076137
"GIMAP5","7",150722253,150750033
"ASNS","7",97851677,97872542
"PIRT","17",10822470,10838087
"PLD2","17",4807117,4823434
"TTC17","11",43358920,43494933
"TMEM60","7",77793728,77799484
"RBM28","7",128297685,128343971
"RAB11FIP4","17",31391675,31538211
"APLP2","11",130068147,130144811
"EVA1A","2",75469302,75571036
"C4BPB","1",207088802,207100001
"ZNF800","7",127346790,127431924
"TOM1L1","17",54899387,54963841
"TMEM140","7",135148072,135166519
"GSTK1","7",143244093,143270873
"KCMF1","2",84970644,85059472
"FOSL2","2",28392448,28417317
"ELMOD3","2",85354394,85391752
"HECTD3","1",45002540,45011369
"ASB10","7",151175695,151187832
"TSPAN12","7",120787319,120858402
"SCMH1","1",41027202,41242306
"PSPH","7",56010312,56051604
"AKAP1","17",57085092,57121349
"SLC25A34","1",15736176,15741392
"CHI3L2","1",111200771,111243440
"MS4A6E","11",60327251,60396596
"PHLDB1","11",118606396,118658038
"WRAP53","17",7686071,7703505
"RAP1GAP","1",21596215,21669846
"NAMPT","7",106248298,106291225
"MTIF2","2",55236230,55270263
"COX11","17",54951902,54968703
"ZNF775","7",150368790,150398634
"TRIM47","17",75874164,75878581
"CTDNEP1","17",7243589,7252841
"OSBPL3","7",24796540,24981634
"KPNA2","17",68035636,68047364
"TRIM37","17",58982638,59106921
"REG1B","2",79085023,79088019
"CDC42EP3","2",37641882,37738468
"LIMS2","2",127638381,127681786
"ATG7","3",11272309,11557665
"TTYH3","7",2631919,2664816
"FBXO40","3",121592886,121630434
"SPICE1","3",113442718,113515606
"URGCP","7",43875894,43926411
"RPS6KA4","11",64359142,64372215
"PPP1R9A","7",94907202,95296415
"ELP5","17",7250823,7260165
"CTNNB1","3",41194741,41260096
"PDK1","2",172555373,172608669
"GRIK4","11",120511717,120988906
"TBX2","17",61399630,61409466
"C2CD6","2",201487421,201619178
"STARD3","17",39637090,39664201
"ACOXL","2",110732524,111118548
"CHCHD3","7",132784449,133082250
"MS4A4A","11",60185657,60318080
"NCF1","7",74773975,74789376
"SP100","2",230415942,230545606
"VEGFB","11",64234521,64239264
"STEAP4","7",88270892,88307010
"TRIM34","11",5619764,5644398
"SH2B2","7",102284995,102321712
"PPME1","11",74171083,74254703
"GPR146","7",1044537,1059269
"TRIM24","7",138460210,138589996
"RIN1","11",66330241,66336840
"DDX52","17",37609739,37643446
"ARHGAP1","11",46677075,46700977
"ICAM2","17",64002594,64020635
"FKBP9","7",32957404,33006930
"GTF3C2","2",27324198,27357187
"MYH2","17",10521148,10549700
"IPO7","11",9384626,9448127
"VGF","7",101162509,101167227
"TAF6","7",100106876,100120091
"PSMC3","11",47418765,47426488
"PLCH1","3",155375580,155745085
"GPR17","2",127645864,127656181
"IGFBP5","2",216672105,216695549
"FEZ2","2",36531805,36646087
"COPZ2","17",48026142,48038030
"CHID1","11",867331,915579
"NBAS","2",15166913,15561340
"SMTNL2","17",4583999,4608319
"STAG1","3",136336234,136752432
"GPS2","17",7311324,7315564
"TDRKH","1",151769799,151791416
"ARPC1B","7",99374226,99394827
"CD68","17",7579380,7582112
"SPECC1","17",20008865,20319026
"ATIC","2",215311956,215349773
"GHDC","17",42188799,42194513
"CNTN4","3",2098813,3057963
"AFMID","17",78187330,78207703
"ZKSCAN5","7",99500398,99535360
"OPA1","3",193593144,193697811
"ETV1","7",13891229,13991425
"NXF1","11",62792123,62806302
"UNC13D","17",75827225,75845353
"EMILIN1","2",27078044,27086408
"SYT8","11",1828307,1837521
"GUK1","1",228139962,228148984
"MYL1","2",210290150,210315174
"TM7SF2","11",65111845,65116384
"SNED1","2",240998612,241095569
"ZNF394","7",99473877,99504918
"MKS1","17",58205350,58219605
"AP4M1","7",100100841,100110345
"HIC1","17",2054154,2063241
"EZH1","17",42700270,42745060
"SULT1C4","2",108377911,108388989
"ZC3H8","2",112211529,112255151
"DAGLA","11",61680391,61747003
"CNOT11","2",101252873,101270316
"ZRANB3","2",135136916,135531228
"DPH5","1",100989623,101026110
"MS4A7","11",60378482,60395951
"HOATZ","11",111514778,111537043
"ATM","11",108222804,108369102
"SAT2","17",7626234,7627876
"SERPINE2","2",223975045,224039688
"PSMD11","17",32444379,32483319
"SYPL2","1",109466542,109482134
"ABCF2","7",151211484,151227241
"RHOC","1",112701127,112707845
"PSD4","2",113157325,113209396
"DCPS","11",126304047,126350005
"FRZB","2",182833275,182866638
"RRAS2","11",14277922,14364506
"COL3A1","2",188974371,189012746
"CCDC126","7",23597377,23644712
"MUS81","11",65857126,65867653
"BRAT1","7",2537810,2555782
"INPP5K","17",1494575,1516742
"CCDC88B","11",64340204,64357534
"CPB1","3",148791102,148860187
"IRF6","1",209785254,209806217
"IMPDH2","3",49024321,49029452
"CNPY4","7",100119634,100125508
"RASSF7","11",560207,564067
"TRPV1","17",3565444,3609411
"ACTL6B","7",100643097,100656458
"C1orf21","1",184386098,184629019
"IRF7","11",612551,615983
"RGS5","1",163111121,163321791
"TRIM56","7",101085234,101097967
"GIMAP6","7",150625375,150632648
"EIF2AK1","7",6022247,6059231
"IGSF9","1",159927039,159949468
"CASP8","2",201233443,201361836
"LTBP3","11",65538559,65558930
"COQ8A","1",226938143,226987569
"SIRT7","17",81911939,81921323
"CCZ1","7",5898692,5926550
"UBA3","3",69054716,69080408
"STAMBP","2",73828916,73873659
"PPP1R1B","17",39626740,39636626
"C11orf58","11",16613132,16758340
"HSPA8","11",123057485,123063230
"SLC12A9","7",100826820,100867017
"EPN2","17",19214837,19336715
"TMEM108","3",133038322,133397775
"COL8A1","3",99638426,99799226
"MS4A12","11",60492722,60507535
"SCYL1","11",65525072,65538711
"LRCH3","3",197791226,197888436
"HID1","17",74950741,74973166
"IKZF1","7",50303412,50405101
"LRPPRC","2",43886224,43996226
"MAPKAPK3","3",50611487,50651017
"DERL2","17",5471254,5486811
"SEMA4A","1",156147366,156178869
"NHERF1","17",74748619,74769360
"STYXL1","7",75996315,76048809
"ANKRD13B","17",29589769,29614761
"MYD88","3",38138552,38143024
"MPP2","17",43875357,43909711
"NKAIN1","1",31179344,31239966
"NXPE3","3",101778900,101843743
"EPHB4","7",100802563,100827555
"HAX1","1",154269393,154275882
"SERTAD2","2",64631621,64751005
"ERCC3","2",127257285,127294188
"IPO13","1",43946830,43968024
"FGD5","3",14810518,14934571
"SMYD2","1",214280935,214337137
"STX1A","7",73699205,73719691
"TSPAN4","11",840686,867120
"RBMS1","2",160272151,160494100
"BECN1","17",42809870,42833350
"PGAM2","7",44062727,44065605
"TATDN3","1",212791828,212816830
"ELAPOR2","7",86876906,87059693
"CNOT10","3",32685139,32773875
"MDH2","7",76048050,76067508
"CORO6","17",29614756,29622923
"PTPRN","2",219289623,219309648
"GTF2IRD1","7",74452463,74602619
"PRCC","1",156750610,156800817
"TRIM16","17",15627950,15684311
"PSMD4","1",151254709,151267479
"ILDR1","3",121987323,122022274
"MFN1","3",179346952,179394940
"ABR","17",1003519,1229738
"ARMC9","2",231198546,231376848
"SLC3A2","11",62855970,62888910
"STRIP1","1",110031577,110074641
"PELI3","11",66466303,66478998
"GALNT2","1",230057990,230282128
"TMEM50A","1",25338295,25362362
"AP2B1","17",35578046,35726417
"RCN1","11",32090971,32105722
"SART1","11",65961689,65980137
"WDR6","3",49007062,49015953
"EDEM3","1",184690237,184754907
"DALRD3","3",49015488,49022293
"RNH1","11",494510,507300
"AKR1B1","7",134442349,134459284
"PLPPR5","1",98890245,99227929
"GLYCTK","3",52286945,52295273
"TTLL4","2",218710809,218755416
"WNT4","1",22117313,22143969
"MBNL1","3",152243828,152465781
"NEXN","1",77888480,77943895
"ABCB6","2",219209766,219219012
"KDM4A","1",43649256,43705518
"TRAPPC1","17",7930345,7932123
"CUL1","7",148697914,148801110
"NUP85","17",75205659,75235758
"RNF207","1",6205392,6221299
"TBC1D8","2",101005934,101252866
"CLDN11","3",170418865,170454733
"CD1E","1",158353696,158357553
"EPHB1","3",134795260,135260467
"PSME3","17",42824385,42843760
"SNRNP27","2",69893956,69905929
"GCA","2",162318839,162371595
"PRICKLE2","3",64092236,64445476
"SCN5A","3",38548057,38649743
"MANEAL","1",37793847,37804557
"MAP2","2",209423988,209734235
"SDCCAG8","1",243255349,243500095
"MYOCD","17",12665890,12768949
"TESK2","1",45343877,45491203
"EVPLL","17",18377674,18389652
"PLEKHA8","7",30027404,30130483
"TUBG2","17",42659223,42667007
"FAM89A","1",231018958,231040254
"TAF12","1",28587829,28648364
"PPFIA4","1",203026491,203078740
"DNAJC7","17",41976421,42021376
"RNF32","7",156640281,156677191
"KIAA0040","1",175156986,175193265
"EGLN1","1",231363751,231422744
"ATF6","1",161766261,161977574
"VEPH1","3",157259742,157533619
"PRKAR1B","7",549196,728268
"PTPN4","2",119759604,119984899
"IL1RAP","3",190514051,190659750
"SRGAP2C","1",121184811,121392874
"CLIC4","1",24745342,24844321
"TOMM40L","1",161225939,161233754
"HDAC5","17",44076746,44123702
"DNAAF5","7",726690,786475
"AZIN2","1",33081104,33123492
"SEMA5B","3",122908792,123028605
"NCK2","2",105744369,105894275
"EIF3B","7",2354086,2380747
"ACTG2","2",73892232,73919865
"FAF1","1",50437028,50960279
"PTX3","3",157436850,157443633
"ABTB1","3",127672906,127680926
"CCDC138","2",108786745,108885477
"STARD3NL","7",38178245,38230671
"CRBN","3",3144628,3179727
"ZNF593OS","1",26169516,26171832
"C1QB","1",22652713,22661637
"EPS8L3","1",109750078,109764062
"SEC22C","3",42547969,42601168
"SPATS2L","2",200305881,200482264
"TRNT1","3",3126364,3153435
"CALD1","7",134744252,134970729
"SSR2","1",156009041,156020968
"ANO10","3",43354859,43691594
"PIGC","1",172370189,172444148
"FAAH","1",46394265,46415754
"CTC1","17",8224815,8248058
"SWT1","1",185156103,185291983
"NKTR","3",42600471,42648738
"P2RX1","17",3896592,3916500
"NCMAP","1",24556076,24609328
"GPR161","1",168079542,168137685
"SYNGR2","17",78168567,78173527
"TWF2","3",52228612,52246788
"GRB7","17",39737490,39747292
"PPM1M","3",52245741,52250616
"EPRS1","1",219968598,220046616
"TKT","3",53224712,53256052
"HSPBAP1","3",122739981,122793831
"CMC1","3",28241584,28325142
"TBCCD1","3",186546067,186570543
"TBC1D16","17",79932343,80035877
"IRAK2","3",10164863,10243756
"PROX1","1",213982711,214041510
"RPS6KA1","1",26529756,26575030
"NPHP3","3",132680609,132722432
"ABCF3","3",184186095,184194013
"RHBDL3","17",32265787,32324663
"NBPF9","1",149052186,149103591
"DRG2","17",18087892,18107979
"MYLK","3",123610049,123884375
"TBL1XR1","3",177019340,177228000
"ADAP2","17",30906344,30959945
"PIGK","1",77088987,77219508
"SMIM12","1",34712737,34859805
"OSGEPL1","2",189746415,189763230
"ZBTB8A","1",32539142,32605941
"SGSM2","17",2337492,2381058
"ITGB6","2",160099664,160271888
"SLC35A3","1",99969351,100035634
"TEX2","17",64147227,64263291
"MAP4K3","2",39249266,39437324
"RCC1","1",28505943,28539300
"ZNF639","3",179323031,179338583
"PLAAT1","3",193240620,193277738
"BRPF1","3",9731729,9748019
"ERAL1","17",28855009,28861067
"BBX","3",107522936,107811339
"MYO1C","17",1464186,1492698
"FARSB","2",222566899,222656313
"PLEKHH2","2",43637260,43767987
"SLC25A12","2",171781400,171999859
"ZFP69","1",40477233,40496530
"METTL23","17",76725981,76733936
"CD160","1",145719443,145740760
"THEMIS2","1",27872543,27886685
"PDK2","17",50094737,50112152
"ACTR2","2",65227745,65271253
"GBP4","1",89181144,89198942
"H3-3A","1",226061571,226073206
"MARCO","2",118942172,118994664
"QRICH1","3",49029707,49094545
"SLC16A5","17",75077226,75106162
"ACTR3","2",113889600,113962596
"RPF1","1",84479257,84498352
"ZNF644","1",90915298,91022376
"SLC19A3","2",227683763,227718088
"PXYLP1","3",141228726,141367753
"THAP3","1",6624845,6635586
"HOXB3","17",48548870,48604912
"CFAP36","2",55519559,55545080
"NPPA","1",11845709,11848345
"LAPTM5","1",30732465,30757855
"ENO3","17",4948046,4957132
"ZBTB48","1",6579994,6589280
"ABHD6","3",58237516,58295693
"PREPL","2",44316281,44361862
"NEK11","3",131026850,131353043
"ARF1","1",228081841,228099212
"MCOLN3","1",85018082,85048679
"NEK8","17",28725897,28743455
"MYO19","17",36495118,36545884
"DPT","1",168695457,168729206
"PKN2","1",88684222,88836255
"SACM1L","3",45689056,45745425
"HPCAL1","2",10301356,10427835
"DISP1","1",222814730,223006258
"ANP32E","1",150218417,150236202
"DENND6A","3",57625454,57693127
"TMEM115","3",50354749,50359521
"EFTUD2","17",44849948,44899626
"MXRA8","1",1352689,1361777
"ARIH2","3",48918821,48986382
"CD1D","1",158178015,158186427
"YBX1","1",42682408,42703805
"IL1A","2",112773925,112784493
"MPP4","2",201644870,201698694
"C1orf54","1",150268034,150281735
"NADK","1",1751232,1780544
"GGNBP2","17",36544888,36589848
"TXNDC9","2",99318982,99340702
"DYNC1I2","2",171687409,171750158
"RNF157","17",76142465,76240532
"MAD2L2","1",11657230,11692605
"WSCD1","17",6057807,6124427
"SKAP1","17",48133437,48430275
"GRB2","17",75318076,75405709
"ZNF207","17",32350122,32381885
"ASTE1","3",131013066,131027649
"AANAT","17",76452749,76470122
"MAP4","3",47850678,48089295
"ADGRL4","1",78889764,79282124
"P3H4","17",41801944,41812750
"MAP3K14","17",45263119,45317112
"CYB561D1","1",109494052,109502932
"THRAP3","1",36224392,36305376
"MFSD11","17",76735865,76781449
"TMEM150A","2",85598547,85603201
"PTPRF","1",43525086,43626579
"TIMP2","17",78852977,78925387
"ANKMY1","2",240479422,240569209
"SRSF2","17",76734115,76737395
"TTYH2","17",74213518,74262020
"KRT13","17",41500981,41505705
"SPOP","17",49598884,49678201
"ACADL","2",210187126,210225447
"TFG","3",100709295,100748965
"IL1R1","2",102063933,102179874
"ZBTB17","1",15940403,15976132
"IL17RC","3",9917040,9933630
"B4GALT2","1",43978943,43991173
"TTC21B","2",165857475,165953851
"DNAJC11","1",6634168,6701924
"SUMO2","17",75165586,75182991
"ATP6V0A1","17",42458844,42522582
"AHDC1","1",27534035,27604431
"UBE2E3","2",180967248,181076585
"TMEM63A","1",225845536,225884071
"KIDINS220","2",8721081,8837630
"CCT3","1",156308960,156367873
"CNPPD1","2",219170704,219182664
"DVL1","1",1335276,1349945
"ATL2","2",38293949,38377438
"IL6R","1",154405193,154469450
"DNMT3A","2",25227855,25342590
"UBE2Z","17",48908398,48929056
"CD300LG","17",43847114,43863639
"PSRC1","1",109279545,109284107
"LYRM9","17",27878314,27894752
"C17orf67","17",56791913,56838773
"FCRLA","1",161706958,161714352
"CASC3","17",40140278,40177001
"PYCR2","1",225919397,225924340
"RANBP2","2",108719437,108785810
"CFAP57","1",43172330,43254358
"P2RX5","17",3672199,3696398
"WDR54","2",74421477,74425770
"ACP6","1",147629652,147670531
"PIKFYVE","2",208266234,208358755
"CASQ1","1",160190385,160201886
"EBNA1BP2","1",43164175,43270936
"PAFAH1B1","17",2593183,2685616
"EYA3","1",27970344,28088731
"TTC19","17",15999783,16045015
"CEP131","17",81189592,81223014
"STAT4","2",191029570,191178435
"TBCE","1",235367360,235452443
"SNRNP200","2",96274338,96321271
"BMP10","2",68860909,68871397
"VMA12","17",28357642,28363683
"TRIP12","2",229763835,229923239
"RER1","1",2390670,2405444
"MAPT","17",45894358,46028334
"S100A6","1",153534591,153536549
"TMEM275","1",46532166,46544566
"KDM1A","1",23019395,23083693
"MAP3K6","1",27355180,27366972
"NPEPPS","17",47522942,47624665
"CMPK1","1",47333790,47394866
"B3GALNT2","1",235447190,235504474
"DUSP12","1",161749758,161757238
"MEGF6","1",3487942,3611543
"TMC6","17",78107397,78132579
"SLC19A2","1",169463909,169485944
"UBE2J2","1",1253907,1274477
"MFAP2","1",16974498,16981616
"GLIS1","1",53506232,53739164
"CTNNBIP1","1",9848269,9910368
"RBBP5","1",205086142,205122015
"PAQR6","1",156243320,156248117
"SYNRG","17",37514807,37609472
"CERS2","1",150960583,150977396
"GPBP1L1","1",45627284,45688408
"VIT","2",36696690,36814794
"SHC1","1",154962284,154974395
"COQ10B","2",197453493,197475310
"PDIA6","2",10783378,10837977
"NAB1","2",190646746,190692769
"EIF2D","1",206571292,206612514
"MED24","17",40019097,40061215
"MAGI3","1",113390501,113685923
"DNAJC10","2",182715607,182794464
"TXNIP","1",145992435,145996580
"NPHP4","1",5862804,5993455
"SMC6","2",17663583,17800242
"NPAS2","2",100820091,100996829
"PID1","2",228850526,229271867
"PAIP2B","2",71182738,71227109
"COMMD1","2",61888724,62147629
"PMS1","2",189784085,189878385
"CEP104","1",3812086,3857723
"TMC8","17",78130770,78142968
"RUSC1","1",155320739,155331118
"CFH","1",196651754,196752476
"KCNF1","2",10911096,10914225
"COX5B","2",97646062,97648383
"ACBD6","1",180269653,180502954
"PHOSPHO2","2",169694440,169704808
"FCRL3","1",157674321,157700901
"YWHAQ","2",9583967,9639472
"NBPF11","1",148102042,148152342
"PGAP1","2",196833004,196927796
"GIGYF2","2",232697259,232860605
"S100A8","1",153390032,153391142
"OSBPL9","1",51577179,51798427
"SLC27A3","1",153774354,153780158
"KLHL17","1",960576,965719
"SRRM1","1",24631716,24673281
"TIMM17A","1",201955476,201970664
"ITGB3BP","1",63320884,63593721
"GBP3","1",89006666,89022894
"OSCP1","1",36415827,36450451
"SH3BP4","2",234952017,235055714
"USP33","1",77694725,77759884
"ORMDL1","2",189766012,189784382
"SLC30A3","2",27253515,27275817
"PSMD14","2",161308414,161411720
"TTL","2",112482113,112541739
"MBOAT2","2",8852690,9003747
"SCN7A","2",166403472,166611482
"LRATD1","2",14632700,14650814
"PIK3R3","1",46040140,46133338
"OLA1","2",174072447,174248608
"NID1","1",235975830,236065202
"PDE1A","2",182139968,182523359
"CDC14A","1",100325629,100520277
"TPO","2",1373933,1543711
"DPH2","1",43969978,43973373
"NPR1","1",153677965,153694110
